Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Train Epoch: 1 [0/49000 (0%)]	Train Loss: 2.655158	Val Loss: 2.436002	Val Acc: 9.375
Train Epoch: 1 [1280/49000 (3%)]	Train Loss: 2.132120	Val Loss: 2.089851	Val Acc: 24.6875
Train Epoch: 1 [2560/49000 (5%)]	Train Loss: 1.926104	Val Loss: 1.985330	Val Acc: 26.5625
Train Epoch: 1 [3840/49000 (8%)]	Train Loss: 1.932317	Val Loss: 1.818826	Val Acc: 36.5625
Train Epoch: 1 [5120/49000 (10%)]	Train Loss: 1.912857	Val Loss: 1.803826	Val Acc: 37.8125
Train Epoch: 1 [6400/49000 (13%)]	Train Loss: 1.839825	Val Loss: 1.735617	Val Acc: 38.28125
Train Epoch: 1 [7680/49000 (16%)]	Train Loss: 1.822491	Val Loss: 1.743267	Val Acc: 37.96875
Train Epoch: 1 [8960/49000 (18%)]	Train Loss: 1.777432	Val Loss: 1.718328	Val Acc: 39.375
Train Epoch: 1 [10240/49000 (21%)]	Train Loss: 1.713020	Val Loss: 1.679734	Val Acc: 40.3125
Train Epoch: 1 [11520/49000 (23%)]	Train Loss: 1.735009	Val Loss: 1.656495	Val Acc: 40.0
Train Epoch: 1 [12800/49000 (26%)]	Train Loss: 1.728810	Val Loss: 1.614931	Val Acc: 42.96875
Train Epoch: 1 [14080/49000 (29%)]	Train Loss: 1.686562	Val Loss: 1.632078	Val Acc: 42.1875
Train Epoch: 1 [15360/49000 (31%)]	Train Loss: 1.628906	Val Loss: 1.567478	Val Acc: 43.75
Train Epoch: 1 [16640/49000 (34%)]	Train Loss: 1.680762	Val Loss: 1.604892	Val Acc: 42.34375
Train Epoch: 1 [17920/49000 (37%)]	Train Loss: 1.533875	Val Loss: 1.578547	Val Acc: 43.28125
Train Epoch: 1 [19200/49000 (39%)]	Train Loss: 1.443149	Val Loss: 1.534652	Val Acc: 45.15625
Train Epoch: 1 [20480/49000 (42%)]	Train Loss: 1.656767	Val Loss: 1.555412	Val Acc: 43.90625
Train Epoch: 1 [21760/49000 (44%)]	Train Loss: 1.604072	Val Loss: 1.585822	Val Acc: 42.65625
Train Epoch: 1 [23040/49000 (47%)]	Train Loss: 1.606846	Val Loss: 1.489983	Val Acc: 47.03125
Train Epoch: 1 [24320/49000 (50%)]	Train Loss: 1.590799	Val Loss: 1.531671	Val Acc: 44.6875
Train Epoch: 1 [25600/49000 (52%)]	Train Loss: 1.433335	Val Loss: 1.487079	Val Acc: 47.03125
Train Epoch: 1 [26880/49000 (55%)]	Train Loss: 1.401118	Val Loss: 1.491225	Val Acc: 45.15625
Train Epoch: 1 [28160/49000 (57%)]	Train Loss: 1.696964	Val Loss: 1.493833	Val Acc: 45.625
Train Epoch: 1 [29440/49000 (60%)]	Train Loss: 1.539918	Val Loss: 1.514695	Val Acc: 45.625
Train Epoch: 1 [30720/49000 (63%)]	Train Loss: 1.567429	Val Loss: 1.488353	Val Acc: 47.65625
Train Epoch: 1 [32000/49000 (65%)]	Train Loss: 1.487956	Val Loss: 1.539140	Val Acc: 43.90625
Train Epoch: 1 [33280/49000 (68%)]	Train Loss: 1.437642	Val Loss: 1.461558	Val Acc: 51.875
Train Epoch: 1 [34560/49000 (70%)]	Train Loss: 1.533393	Val Loss: 1.445254	Val Acc: 48.75
Train Epoch: 1 [35840/49000 (73%)]	Train Loss: 1.501922	Val Loss: 1.554160	Val Acc: 43.125
Train Epoch: 1 [37120/49000 (76%)]	Train Loss: 1.514513	Val Loss: 1.466082	Val Acc: 48.125
Train Epoch: 1 [38400/49000 (78%)]	Train Loss: 1.443864	Val Loss: 1.459977	Val Acc: 48.4375
Train Epoch: 1 [39680/49000 (81%)]	Train Loss: 1.385767	Val Loss: 1.476829	Val Acc: 48.59375
Train Epoch: 1 [40960/49000 (84%)]	Train Loss: 1.536684	Val Loss: 1.475995	Val Acc: 47.1875
Train Epoch: 1 [42240/49000 (86%)]	Train Loss: 1.560873	Val Loss: 1.445886	Val Acc: 48.4375
Train Epoch: 1 [43520/49000 (89%)]	Train Loss: 1.512068	Val Loss: 1.428163	Val Acc: 50.0
Train Epoch: 1 [44800/49000 (91%)]	Train Loss: 1.491907	Val Loss: 1.428061	Val Acc: 48.90625
Train Epoch: 1 [46080/49000 (94%)]	Train Loss: 1.491558	Val Loss: 1.381799	Val Acc: 49.84375
Train Epoch: 1 [47360/49000 (97%)]	Train Loss: 1.444074	Val Loss: 1.372216	Val Acc: 52.03125
Train Epoch: 1 [48640/49000 (99%)]	Train Loss: 1.495329	Val Loss: 1.386024	Val Acc: 49.53125
Train Epoch: 2 [0/49000 (0%)]	Train Loss: 2.995469	Val Loss: 1.464069	Val Acc: 47.1875
Train Epoch: 2 [1280/49000 (3%)]	Train Loss: 1.523423	Val Loss: 1.301000	Val Acc: 55.46875
Train Epoch: 2 [2560/49000 (5%)]	Train Loss: 1.364496	Val Loss: 1.384457	Val Acc: 51.09375
Train Epoch: 2 [3840/49000 (8%)]	Train Loss: 1.589004	Val Loss: 1.385951	Val Acc: 53.75
Train Epoch: 2 [5120/49000 (10%)]	Train Loss: 1.373565	Val Loss: 1.362316	Val Acc: 51.5625
Train Epoch: 2 [6400/49000 (13%)]	Train Loss: 1.246379	Val Loss: 1.323812	Val Acc: 52.65625
Train Epoch: 2 [7680/49000 (16%)]	Train Loss: 1.327475	Val Loss: 1.311328	Val Acc: 53.75
Train Epoch: 2 [8960/49000 (18%)]	Train Loss: 1.258050	Val Loss: 1.281330	Val Acc: 57.96875
Train Epoch: 2 [10240/49000 (21%)]	Train Loss: 1.414073	Val Loss: 1.317748	Val Acc: 53.75
Train Epoch: 2 [11520/49000 (23%)]	Train Loss: 1.229618	Val Loss: 1.317204	Val Acc: 52.34375
Train Epoch: 2 [12800/49000 (26%)]	Train Loss: 1.333805	Val Loss: 1.307160	Val Acc: 55.15625
Train Epoch: 2 [14080/49000 (29%)]	Train Loss: 1.263257	Val Loss: 1.279725	Val Acc: 57.96875
Train Epoch: 2 [15360/49000 (31%)]	Train Loss: 1.417004	Val Loss: 1.329517	Val Acc: 53.90625
Train Epoch: 2 [16640/49000 (34%)]	Train Loss: 1.369231	Val Loss: 1.304071	Val Acc: 55.78125
Train Epoch: 2 [17920/49000 (37%)]	Train Loss: 1.225653	Val Loss: 1.338802	Val Acc: 50.15625
Train Epoch: 2 [19200/49000 (39%)]	Train Loss: 1.254960	Val Loss: 1.298413	Val Acc: 57.03125
Train Epoch: 2 [20480/49000 (42%)]	Train Loss: 1.395564	Val Loss: 1.291165	Val Acc: 55.15625
Train Epoch: 2 [21760/49000 (44%)]	Train Loss: 1.165071	Val Loss: 1.276326	Val Acc: 55.3125
Train Epoch: 2 [23040/49000 (47%)]	Train Loss: 1.261726	Val Loss: 1.290679	Val Acc: 54.6875
Train Epoch: 2 [24320/49000 (50%)]	Train Loss: 1.377175	Val Loss: 1.335761	Val Acc: 54.84375
Train Epoch: 2 [25600/49000 (52%)]	Train Loss: 1.354618	Val Loss: 1.302637	Val Acc: 54.21875
Train Epoch: 2 [26880/49000 (55%)]	Train Loss: 1.269308	Val Loss: 1.285551	Val Acc: 55.15625
Train Epoch: 2 [28160/49000 (57%)]	Train Loss: 1.348950	Val Loss: 1.310538	Val Acc: 55.78125
Train Epoch: 2 [29440/49000 (60%)]	Train Loss: 1.191929	Val Loss: 1.294224	Val Acc: 55.0
Train Epoch: 2 [30720/49000 (63%)]	Train Loss: 1.378942	Val Loss: 1.306833	Val Acc: 55.9375
Train Epoch: 2 [32000/49000 (65%)]	Train Loss: 1.248960	Val Loss: 1.308498	Val Acc: 54.53125
Train Epoch: 2 [33280/49000 (68%)]	Train Loss: 1.344624	Val Loss: 1.308946	Val Acc: 54.6875
Train Epoch: 2 [34560/49000 (70%)]	Train Loss: 1.315270	Val Loss: 1.319933	Val Acc: 54.84375
Train Epoch: 2 [35840/49000 (73%)]	Train Loss: 1.427888	Val Loss: 1.277498	Val Acc: 55.0
Train Epoch: 2 [37120/49000 (76%)]	Train Loss: 1.375236	Val Loss: 1.289360	Val Acc: 55.3125
Train Epoch: 2 [38400/49000 (78%)]	Train Loss: 1.410301	Val Loss: 1.307223	Val Acc: 53.59375
Train Epoch: 2 [39680/49000 (81%)]	Train Loss: 1.487943	Val Loss: 1.325742	Val Acc: 55.3125
Train Epoch: 2 [40960/49000 (84%)]	Train Loss: 1.148873	Val Loss: 1.302571	Val Acc: 55.78125
Train Epoch: 2 [42240/49000 (86%)]	Train Loss: 1.251556	Val Loss: 1.281763	Val Acc: 53.59375
Train Epoch: 2 [43520/49000 (89%)]	Train Loss: 1.361359	Val Loss: 1.260766	Val Acc: 57.03125
Train Epoch: 2 [44800/49000 (91%)]	Train Loss: 1.317020	Val Loss: 1.285721	Val Acc: 54.6875
Train Epoch: 2 [46080/49000 (94%)]	Train Loss: 1.319260	Val Loss: 1.271688	Val Acc: 56.25
Train Epoch: 2 [47360/49000 (97%)]	Train Loss: 1.188799	Val Loss: 1.296681	Val Acc: 55.625
Train Epoch: 2 [48640/49000 (99%)]	Train Loss: 1.436867	Val Loss: 1.246597	Val Acc: 57.65625
Train Epoch: 3 [0/49000 (0%)]	Train Loss: 2.553115	Val Loss: 1.357135	Val Acc: 53.4375
Train Epoch: 3 [1280/49000 (3%)]	Train Loss: 1.391983	Val Loss: 1.250164	Val Acc: 56.25
Train Epoch: 3 [2560/49000 (5%)]	Train Loss: 1.245223	Val Loss: 1.274598	Val Acc: 55.3125
Train Epoch: 3 [3840/49000 (8%)]	Train Loss: 1.277556	Val Loss: 1.251944	Val Acc: 55.625
Train Epoch: 3 [5120/49000 (10%)]	Train Loss: 1.341350	Val Loss: 1.234986	Val Acc: 59.21875
Train Epoch: 3 [6400/49000 (13%)]	Train Loss: 1.280283	Val Loss: 1.264414	Val Acc: 55.625
Train Epoch: 3 [7680/49000 (16%)]	Train Loss: 1.409534	Val Loss: 1.234329	Val Acc: 56.09375
Train Epoch: 3 [8960/49000 (18%)]	Train Loss: 1.298097	Val Loss: 1.265612	Val Acc: 55.625
Train Epoch: 3 [10240/49000 (21%)]	Train Loss: 1.468779	Val Loss: 1.265634	Val Acc: 56.09375
Train Epoch: 3 [11520/49000 (23%)]	Train Loss: 1.349827	Val Loss: 1.270754	Val Acc: 57.03125
Train Epoch: 3 [12800/49000 (26%)]	Train Loss: 1.282425	Val Loss: 1.266228	Val Acc: 56.5625
Train Epoch: 3 [14080/49000 (29%)]	Train Loss: 1.168540	Val Loss: 1.268023	Val Acc: 57.65625
Train Epoch: 3 [15360/49000 (31%)]	Train Loss: 1.179629	Val Loss: 1.240943	Val Acc: 56.09375
Train Epoch: 3 [16640/49000 (34%)]	Train Loss: 1.368713	Val Loss: 1.227291	Val Acc: 59.21875
Train Epoch: 3 [17920/49000 (37%)]	Train Loss: 1.329552	Val Loss: 1.210042	Val Acc: 60.15625
Train Epoch: 3 [19200/49000 (39%)]	Train Loss: 1.174992	Val Loss: 1.269264	Val Acc: 57.5
Train Epoch: 3 [20480/49000 (42%)]	Train Loss: 1.280232	Val Loss: 1.221873	Val Acc: 57.5
Train Epoch: 3 [21760/49000 (44%)]	Train Loss: 1.304157	Val Loss: 1.227052	Val Acc: 57.5
Train Epoch: 3 [23040/49000 (47%)]	Train Loss: 1.340386	Val Loss: 1.253469	Val Acc: 58.4375
Train Epoch: 3 [24320/49000 (50%)]	Train Loss: 1.307399	Val Loss: 1.259409	Val Acc: 58.75
Train Epoch: 3 [25600/49000 (52%)]	Train Loss: 1.209006	Val Loss: 1.219205	Val Acc: 57.65625
Train Epoch: 3 [26880/49000 (55%)]	Train Loss: 1.409230	Val Loss: 1.173148	Val Acc: 58.75
Train Epoch: 3 [28160/49000 (57%)]	Train Loss: 1.274482	Val Loss: 1.193876	Val Acc: 59.21875
Train Epoch: 3 [29440/49000 (60%)]	Train Loss: 1.322734	Val Loss: 1.266237	Val Acc: 55.78125
Train Epoch: 3 [30720/49000 (63%)]	Train Loss: 1.154745	Val Loss: 1.196952	Val Acc: 59.375
Train Epoch: 3 [32000/49000 (65%)]	Train Loss: 1.252299	Val Loss: 1.192250	Val Acc: 60.0
Train Epoch: 3 [33280/49000 (68%)]	Train Loss: 1.293028	Val Loss: 1.263687	Val Acc: 58.4375
Train Epoch: 3 [34560/49000 (70%)]	Train Loss: 1.298023	Val Loss: 1.240185	Val Acc: 57.03125
Train Epoch: 3 [35840/49000 (73%)]	Train Loss: 1.202069	Val Loss: 1.223011	Val Acc: 55.9375
Train Epoch: 3 [37120/49000 (76%)]	Train Loss: 1.275342	Val Loss: 1.232352	Val Acc: 57.8125
Train Epoch: 3 [38400/49000 (78%)]	Train Loss: 1.172441	Val Loss: 1.233626	Val Acc: 57.1875
Train Epoch: 3 [39680/49000 (81%)]	Train Loss: 1.215266	Val Loss: 1.237764	Val Acc: 57.34375
Train Epoch: 3 [40960/49000 (84%)]	Train Loss: 1.180115	Val Loss: 1.201574	Val Acc: 60.15625
Train Epoch: 3 [42240/49000 (86%)]	Train Loss: 1.373690	Val Loss: 1.194426	Val Acc: 57.8125
Train Epoch: 3 [43520/49000 (89%)]	Train Loss: 1.314151	Val Loss: 1.196549	Val Acc: 58.28125
Train Epoch: 3 [44800/49000 (91%)]	Train Loss: 1.145916	Val Loss: 1.212669	Val Acc: 57.5
Train Epoch: 3 [46080/49000 (94%)]	Train Loss: 1.234769	Val Loss: 1.216605	Val Acc: 59.21875
Train Epoch: 3 [47360/49000 (97%)]	Train Loss: 1.190893	Val Loss: 1.249341	Val Acc: 56.71875
Train Epoch: 3 [48640/49000 (99%)]	Train Loss: 1.049680	Val Loss: 1.204624	Val Acc: 58.4375
Train Epoch: 4 [0/49000 (0%)]	Train Loss: 2.382090	Val Loss: 1.275520	Val Acc: 57.34375
Train Epoch: 4 [1280/49000 (3%)]	Train Loss: 1.288561	Val Loss: 1.243166	Val Acc: 57.03125
Train Epoch: 4 [2560/49000 (5%)]	Train Loss: 1.151936	Val Loss: 1.195474	Val Acc: 57.8125
Train Epoch: 4 [3840/49000 (8%)]	Train Loss: 1.318967	Val Loss: 1.235762	Val Acc: 55.3125
Train Epoch: 4 [5120/49000 (10%)]	Train Loss: 1.253329	Val Loss: 1.211191	Val Acc: 58.4375
Train Epoch: 4 [6400/49000 (13%)]	Train Loss: 1.227639	Val Loss: 1.240554	Val Acc: 56.875
Train Epoch: 4 [7680/49000 (16%)]	Train Loss: 1.090931	Val Loss: 1.243798	Val Acc: 57.1875
Train Epoch: 4 [8960/49000 (18%)]	Train Loss: 1.298837	Val Loss: 1.251735	Val Acc: 55.3125
Train Epoch: 4 [10240/49000 (21%)]	Train Loss: 1.236514	Val Loss: 1.219717	Val Acc: 55.9375
Train Epoch: 4 [11520/49000 (23%)]	Train Loss: 1.338557	Val Loss: 1.212604	Val Acc: 57.34375
Train Epoch: 4 [12800/49000 (26%)]	Train Loss: 1.245152	Val Loss: 1.200994	Val Acc: 55.78125
Train Epoch: 4 [14080/49000 (29%)]	Train Loss: 1.262142	Val Loss: 1.225554	Val Acc: 56.25
Train Epoch: 4 [15360/49000 (31%)]	Train Loss: 1.213771	Val Loss: 1.195421	Val Acc: 56.875
Train Epoch: 4 [16640/49000 (34%)]	Train Loss: 0.963712	Val Loss: 1.225496	Val Acc: 57.03125
Train Epoch: 4 [17920/49000 (37%)]	Train Loss: 1.297002	Val Loss: 1.178071	Val Acc: 56.71875
Train Epoch: 4 [19200/49000 (39%)]	Train Loss: 1.201624	Val Loss: 1.219183	Val Acc: 57.1875
Train Epoch: 4 [20480/49000 (42%)]	Train Loss: 1.020098	Val Loss: 1.178113	Val Acc: 58.4375
Train Epoch: 4 [21760/49000 (44%)]	Train Loss: 1.233117	Val Loss: 1.226106	Val Acc: 57.5
Train Epoch: 4 [23040/49000 (47%)]	Train Loss: 1.203409	Val Loss: 1.178402	Val Acc: 57.1875
Train Epoch: 4 [24320/49000 (50%)]	Train Loss: 1.193071	Val Loss: 1.179058	Val Acc: 58.4375
Train Epoch: 4 [25600/49000 (52%)]	Train Loss: 1.373606	Val Loss: 1.199963	Val Acc: 58.125
Train Epoch: 4 [26880/49000 (55%)]	Train Loss: 1.306235	Val Loss: 1.177245	Val Acc: 59.0625
Train Epoch: 4 [28160/49000 (57%)]	Train Loss: 1.177663	Val Loss: 1.192177	Val Acc: 57.5
Train Epoch: 4 [29440/49000 (60%)]	Train Loss: 1.366449	Val Loss: 1.215265	Val Acc: 56.71875
Train Epoch: 4 [30720/49000 (63%)]	Train Loss: 1.458415	Val Loss: 1.169979	Val Acc: 58.75
Train Epoch: 4 [32000/49000 (65%)]	Train Loss: 1.169812	Val Loss: 1.207857	Val Acc: 60.46875
Train Epoch: 4 [33280/49000 (68%)]	Train Loss: 1.357025	Val Loss: 1.179032	Val Acc: 58.4375
Train Epoch: 4 [34560/49000 (70%)]	Train Loss: 1.102543	Val Loss: 1.213159	Val Acc: 57.96875
Train Epoch: 4 [35840/49000 (73%)]	Train Loss: 1.290052	Val Loss: 1.186474	Val Acc: 57.5
Train Epoch: 4 [37120/49000 (76%)]	Train Loss: 1.255312	Val Loss: 1.228646	Val Acc: 57.65625
Train Epoch: 4 [38400/49000 (78%)]	Train Loss: 1.018230	Val Loss: 1.222745	Val Acc: 56.09375
